,0
6513,startseq  boy hits ball with bat outside while others in the background watch him endseq
6514,startseq  large dog looks at smaller dog who is chewing blue rope endseq
6515,startseq  dog is stepping out into the water towards the sun reflection endseq
6516,startseq  man is jumping with his body forward toward photograph screen and large photography light endseq
6517,startseq  man in grey tshirt is sitting on rock in front of waterfall endseq
6518,startseq  hiker discovers feature in an otherwise barren landscape endseq
6519,startseq  girl in short dress carrying silver purse looks at food in bakery endseq
6520,startseq  man in bright shorts hits volleyball in the sand endseq
6521,startseq  people are getting ready to set sail on boat endseq
6522,startseq  boy carries boogieboard on the beach endseq
6523,startseq  man is on the back of his friend endseq
6524,startseq  black man leans over as white man jumps on his back backwards endseq
6525,startseq  two men dressed in street clothes horse around in front of building endseq
6526,startseq  boy looks startled as he falls in the sand endseq
6527,startseq  man grinding down handrail endseq
6528,startseq  an opposing wrestler is jumping off the top ropes onto another wrestler endseq
6529,startseq  group of players chase ball on field endseq
6530,startseq  baby reaches for water dropping endseq
6531,startseq  group of bohemians stroll down the street one with shopping cart endseq
6532,startseq  dog plays in the water endseq
6533,startseq  white dog is on large rocky surface at high elevation endseq
6534,startseq  boy wearing helmet is jumping his skateboard endseq
6535,startseq  man rides silver and red motorcycle endseq
6536,startseq  cyclist sits on some steps with his bike endseq
6537,startseq  collection of women sitting on the ground endseq
6538,startseq  black dog runs across the water at beach while another follows endseq
6539,startseq  boy skateboards off ramp covered in graffiti endseq
6540,startseq  brown and white dog is running with its mouth open accross field endseq
6541,startseq  group of players on team are posing together endseq
6542,startseq  group of women are standing in front of building endseq
6543,startseq  girl in black hat holding an african american baby endseq
6544,startseq  bunch of kids are climbing on tree and hamming it up endseq
6545,startseq  lone snowboarder jumping in midair with snow covered mine in the background endseq
6546,startseq  man sits on deck taking break from fishing endseq
6547,startseq  bmx biker riding down muddy trail wearing protective gear endseq
6548,startseq  horses with five jockeys and five horses endseq
6549,startseq  woman and young girl are standing together with arms outstretched endseq
6550,startseq  jockey in yellow and jockey in blue are racing their horses down grassy raceway endseq
6551,startseq  biker in protective gear is riding through countryside with cliffs endseq
6552,startseq  man and two women are inside greenhouse holding gardening tools endseq
6553,startseq  couple in funny wigs pose for the camera endseq
6554,startseq  guy and white dog standing on grass endseq
6555,startseq  dog sits with woman in an outdoor cafe endseq
6556,startseq  boy in blue tshirt is airborne on skateboard in skate park endseq
6557,startseq  black and white dog jumping over hurdle endseq
6558,startseq  band in the studio endseq
6559,startseq  man in wetsuit and helmet in front of red wall endseq
6560,startseq  white dog catches green ball while standing in shallow water endseq
6561,startseq  brown and white dog jumping over red yellow and white pole endseq
6562,startseq  man in blue pants and no shirt is doing skateboard trick while another man films it endseq
6563,startseq  two small children play after swim endseq
6564,startseq  dirt biker is riding through deep sand and dirt endseq
6565,startseq  night scene of skateboarder on ramp with onlookers endseq
6566,startseq  boy in blue shirt is mountain biking on track and catching air endseq
6567,startseq  horse and rider are jumping over hurdle endseq
6568,startseq  man is standing on snow with trees and mountains all around him endseq
6569,startseq  girl stands with both hands up looking off at the setting sun and sailboat endseq
6570,startseq  baby in pool splashing water in the air endseq
6571,startseq  person hits yellow volleyball over the net to her opponent in pool endseq
6572,startseq  girl has rested her bike by bench so that she can eat and ice cream endseq
6573,startseq  child does skateboard trick off ramp endseq
6574,startseq  brown dog with baseball in its mouth endseq
6575,startseq  man and woman wearing masks embrace at an outdoor festival endseq
6576,startseq  dog is attempting turn by nearby picnic bench and metal object endseq
6577,startseq  boy wearing white hat is running on the beach endseq
6578,startseq  brown dog in field endseq
6579,startseq  brown dog swimming through lake with stick in his mouth endseq
6580,startseq  man dressed in black is surfing on large blue wave endseq
6581,startseq  large group of brighty clothed dancers taking photographs endseq
6582,startseq  man on inlineskates at skate park endseq
6583,startseq  man jumps in the air while sky surfing endseq
6584,startseq  black and white dog is running along side small brown or white dog in the grass endseq
6585,startseq  black and white dog jumping over an obstacle endseq
6586,startseq  group of dogs standing in river endseq
6587,startseq  man in pink shirt is standing in basketball court holding basketball endseq
6588,startseq  people playing cricket in the park pine trees in the back endseq
6589,startseq  brown dog chases another brown dog who has green ball endseq
6590,startseq  child with pink headband and blue shirt smiling endseq
6591,startseq  blond and red haired woman sitting and having drink together endseq
6592,startseq  dog jumps over another dog as both animals are trying to catch the same ball endseq
6593,startseq  group of people playing guitars and singing endseq
6594,startseq  crowd of people are walking down city street endseq
6595,startseq  blond girl rides the waves endseq
6596,startseq  little boy playing with two rubber chickens endseq
6597,startseq  man dressed in white runs away from two men chasing him dressed in black endseq
6598,startseq  woman is laughing while playing guitar endseq
6599,startseq  band performs endseq
6600,startseq  black dog is in action on grassy area endseq
6601,startseq  man holding trophy after race endseq
6602,startseq  backlit skateboarder ollies over parking cone endseq
6603,startseq  black dog pulling green rope endseq
6604,startseq  group of people wear black tophats endseq
6605,startseq  boy pulls other boy over back endseq
6606,startseq  three dogs are running in the water on the beach endseq
6607,startseq  woman in black shirt and white headband stretches in the sunset endseq
6608,startseq  the children are on tire swing endseq
6609,startseq  the brown and black dogs are carrying big log in the meadow endseq
6610,startseq  baseball player just taking swing at stadium endseq
6611,startseq  group of people are holding metal frame over wooden floor endseq
6612,startseq  girl plays tball endseq
6613,startseq  man sits next to woman on bus endseq
6614,startseq  surfer catching big wave in the ocean endseq
6615,startseq  group of several people sitting on the floor inside of building endseq
6616,startseq  dirt biker clears jump endseq
6617,startseq  person hangs from ropes high in the air next to building endseq
6618,startseq  group of men with shovels are digging in salt endseq
6619,startseq  sports team is lined up outside endseq
6620,startseq  brown dog in superman shirt is laying on blue blanket endseq
6621,startseq  an older man sits and several people stand endseq
6622,startseq  crowd of people with lady with bright orange shirt and another lady in black have their backs to the camera endseq
6623,startseq  man rides his bike on the side of rocky hill endseq
6624,startseq  bicyclist doing jump endseq
6625,startseq  large brown dog relaxes in green grassy field while smaller light brown dog walks on endseq
6626,startseq  curly haired woman in plaid outfit taking picture endseq
6627,startseq  children smiling with facepaintings endseq
6628,startseq  child dressed in white coat paints an image on the paper laying on the table endseq
6629,startseq  man rides his blue bike high in the air over park endseq
6630,startseq  three women dance before flag endseq
6631,startseq  four boys are outside at playground with green and yellow ball endseq
6632,startseq  the three field hockey players are all chasing the ball endseq
6633,startseq  boy flipping off skateboard going down flight of stairs endseq
6634,startseq  girl bends down to paint something underneath her endseq
6635,startseq  baseball is being thrown at volleyball net endseq
6636,startseq  girl in hot pink leotard is leaping through the air endseq
6637,startseq  person doing the backstroke in an outdoor pool endseq
6638,startseq  man has his hands up while standing next to another man with drink endseq
6639,startseq  man and two little boys walk around the outside of what appears to be some kind of store endseq
6640,startseq  men play baseball endseq
6641,startseq  couple stands close at the water edge endseq
6642,startseq  little league team tries to catch runner sliding into base in an afternoon game endseq
6643,startseq  little girl is looking at the two horses on the other side of the fence endseq
6644,startseq  man doing trick on skateboard endseq
6645,startseq  bunch of people standing next to car with its trunk open endseq
6646,startseq  boy jumps over red and black rope at crowded park endseq
6647,startseq  person is being swept to the ground by waves endseq
6648,startseq  pet dog standing on bank is looking at another brown dog inside pond endseq
6649,startseq  man holding up big yellow tent endseq
6650,startseq  boy in swing endseq
6651,startseq  man swings golf club while the person to his left waves an arm endseq
6652,startseq  two bald drag queens in red dresses endseq
6653,startseq  girl in pink tank top is sliding on ledge on skateboard endseq
6654,startseq  brown and white dog is jumping through red hoop endseq
6655,startseq  mother and daughter pose in front of waterfall endseq
6656,startseq  two girls point to round silver mirror on the wall endseq
6657,startseq  man in straw hat and overalls is with friend outdoors endseq
6658,startseq  girl slides down purple slide endseq
6659,startseq  bridal party poses for picture endseq
6660,startseq  bride in white dress is holding purple bouquet whilst standing next to her groom endseq
6661,startseq  couple in wedding outfits watch the sea from behind wooden railing endseq
6662,startseq  man in cowboy hat sits on bleachers near the water and plays guitar endseq
6663,startseq  two boys are sitting in front of structure eating popsicles endseq
6664,startseq  black dog running in shallow water on beach endseq
6665,startseq  float depicting religious imagery endseq
6666,startseq  group of men carry silver coffin endseq
6667,startseq  smiling young brunette woman carries black video camera in her hand endseq
6668,startseq  surfboarder catches the waves endseq
6669,startseq  person is doing jump with skateboard on ramp endseq
6670,startseq  man doing skateboard trick on skateboard ramp endseq
6671,startseq  girl crouched up over swing at the park spinning around endseq
6672,startseq  bicyclist flies through the air as he encounters tree in his path endseq
6673,startseq  endseq
6674,startseq  girl in red polka dot dress and red headband playing with pink handheld game endseq
6675,startseq  guy walking his four dogs endseq
6676,startseq  brown dog is walking in the river with yellow ring in its mouth endseq
6677,startseq  kite surfer begins to fall in the ocean endseq
6678,startseq  two fashionably dressed young ladies sit back to back on wall in city park watching people around them endseq
6679,startseq  man playing sport in green uniform holding paddle over his head endseq
6680,startseq  dog is chasing another dog carrying toy endseq
6681,startseq  black dog on rocky beach endseq
6682,startseq  four wheel drive car is navigating along rocky off road trail endseq
6683,startseq  boy laying on sitting swing face down wearing hat backwards endseq
6684,startseq  large yellow dog and small white dog in the grass endseq
6685,startseq  team of four judges rates competition endseq
6686,startseq  lady speaking in microphone and another taking notes endseq
6687,startseq  group of four men sits at table on platform before an audience in darkened room endseq
6688,startseq  blond girl and brunette brown hanging by gymnastic ropes endseq
6689,startseq  diver midair against an urban background endseq
6690,startseq  guy is doing skateboard trick in the city endseq
6691,startseq  child wearing helmet riding mountain bike very fast through forest endseq
6692,startseq  black and brown dog pokes his head above the white farm animals endseq
6693,startseq  green motorcycle is being jumped over line of ten green motorcycles endseq
6694,startseq  group of men and women standing in line in yard in front of tree endseq
6695,startseq  group of children and their gaurdian walk on the boardwalk and eat ice cream endseq
6696,startseq  man performing skateboard trick on skateboard ramp endseq
6697,startseq  girl playing softball slides into home plate endseq
6698,startseq  boy throws leaves into the air endseq
6699,startseq  black and white dog is wearing red collar whilst walking on the grass endseq
6700,startseq  woman and three children endseq
6701,startseq  skateboarder in flannel rides his skateboard to the top of ramp endseq
6702,startseq  boy doing skateboard trick off of flight of stairs while people watch endseq
6703,startseq  dog jumps of surfboard endseq
6704,startseq  girl holding camera endseq
6705,startseq  group of guys are playing soccer on the beach endseq
6706,startseq  two males are playing field hockey one with blue stick one with gold stick endseq
6707,startseq  girl is wearing large blue and red hat endseq
6708,startseq  man in uniform wears helmet with chin strap and red top endseq
6709,startseq  white and brown dog appears to be walking on the water endseq
6710,startseq  pug dog is standing up on two legs looking over stone wall endseq
6711,startseq  closeup view of cyclist riding on bike endseq
6712,startseq  dog is jumping in the air with flowers in his mouth on very windy day endseq
6713,startseq  man and woman are dressed up as ghost busters on city street endseq
6714,startseq  brown dog and tan dog run on beach endseq
6715,startseq  pair of boots are worn by woman wearing orange tights endseq
6716,startseq  group of people are rafting on river rapids endseq
6717,startseq  man and woman looking over railing endseq
6718,startseq  black and brown dog with tan dog on cement path in front of grass endseq
6719,startseq  woman applies face paint while boy with mohawk holds mirror endseq
6720,startseq  boy jumps endseq
6721,startseq  guy jumps off of rocks into the water endseq
6722,startseq  dogs running through snow endseq
6723,startseq  blue building has smoke pouring out while firetruck sits in front of it endseq
6724,startseq  person wearing red jacket holds beer while man in white shirt follows endseq
6725,startseq  boy in green shirt is riding his skateboard in park while three boys watch endseq
6726,startseq  family watches as little girl blows out the candles on her third birthday endseq
6727,startseq  number of people ascending zigzag ramp with bright blue railings endseq
6728,startseq  woman riding horse in show jumping competition endseq
6729,startseq  brown dog and white dog run along an ocean shoreline endseq
6730,startseq  dog runs through grassy field of yellow flowers endseq
6731,startseq  few young boys throwing football over volleyball net endseq
6732,startseq  naked cyclist in body paint rides at fair endseq
6733,startseq  two dogs playing in the water endseq
6734,startseq  dog and woman at dog agility course endseq
6735,startseq  black dog has just jumped into swimming pool endseq
6736,startseq  lady walks behind wheelchair while another lady walks behind her endseq
6737,startseq  man chains his bike to rack while woman in black and red walks endseq
6738,startseq  few puppies get washed in the tub endseq
6739,startseq  pelican in midflight above group of pelicans endseq
6740,startseq  little girl standing on sandy hill on beach endseq
6741,startseq  black dog is playing in water with green toy endseq
6742,startseq  girl hangs over the seat of swing in playground endseq
6743,startseq  black dog is biting the neck of brown dog endseq
6744,startseq  child at water park is sprayed from all sides by ring of water endseq
6745,startseq  hiker posing on cliff high in the mountains endseq
6746,startseq  mountain biker does trick on forest path endseq
6747,startseq  black dog carries white toy in his mouth and walks on the snowy field endseq
6748,startseq  brown horse is in wierd pose while galloping outside endseq
6749,startseq  boy in swimsuit jumping into water endseq
6750,startseq  bicyclist performing trick over heavily graffitied wall endseq
6751,startseq  baby is playing in walker endseq
6752,startseq  woman in green pants sits next to woman in pink jacket in front of statue of fish endseq
6753,startseq  plane flies with cloud of smoke behind it endseq
6754,startseq  skateboarder flies through the air over the staircase of sleek contemporary building endseq
6755,startseq  boy in striped oxford shirt points endseq
6756,startseq  child sprinkles confetti in woman hair endseq
6757,startseq  boy hanging from jungle gym endseq
6758,startseq  girl in green sweatshirt sitting down and girl in dress leaning on blue lockers endseq
6759,startseq  man wearing formal suit and hat stands next to building endseq
6760,startseq  three friends making faces for the camera endseq
6761,startseq  black dog jumping over hurdle endseq
6762,startseq  biker leaps off halfpipe littered with graffiti as onlookers watch endseq
6763,startseq  group of people sitting in pink room with candles endseq
6764,startseq  child doing jump on skateboard endseq
6765,startseq  five children ride an amusement park ride endseq
6766,startseq  competitor does pole vault endseq
6767,startseq  man in beige pants does trick on bicycle endseq
6768,startseq  blonde girl in white has her arms around girl in helmet endseq
6769,startseq  two dogs jump in snowy field with snowcapped rocks in the background endseq
6770,startseq  brown dog is playing with white and brown dog in grassy and treed area endseq
6771,startseq  baseball pitcher wearing white and red uniform caught in midpitch of the ball endseq
6772,startseq  brown and white corgi trailing leash chasing sheep endseq
6773,startseq  little girl is wearing flowing dress and carrying water balloons endseq
6774,startseq  group of people walk down city street at night endseq
6775,startseq  baby playing in the water at beach endseq
6776,startseq  boy rides game machine endseq
6777,startseq  girl and woman jump off of their swings endseq
6778,startseq  boy in orange and white swimming trunks is falling into water at beach or lake endseq
6779,startseq  man lying on the grass on rugby field holding rugby ball endseq
6780,startseq  large crowd in heavy clothing is posing for camera endseq
6781,startseq  an olympic winner takes home two medals endseq
6782,startseq  girl in dress sitting on red swing ride endseq
6783,startseq  dirt biker rounding bend on downhill course endseq
6784,startseq  boys jumps into the water upside down endseq
6785,startseq  rugby player tackling another endseq
6786,startseq  girl dances on stage endseq
6787,startseq  boy skateboarding endseq
6788,startseq  group of people are out on watercraft in the middle of the ocean endseq
6789,startseq  man in wetsuit is surfing on the ocean endseq
6790,startseq  family sits on bench in front of pool endseq
6791,startseq  one woman and two men on bench endseq
6792,startseq  the girls are both eating and the girl wearing the color red has cake icing on her upper lip endseq
6793,startseq  child is sliding into small pool endseq
6794,startseq  bmx rider in red and black outfit is jumping on his motorcycle endseq
6795,startseq  girl rides on swing endseq
6796,startseq  man at skate park doing stunt endseq
6797,startseq  kite surfer jumps through the air endseq
6798,startseq  lady holding one dog while another dog is playing in the yard endseq
6799,startseq  bicyclist is drinking out of bottle of water while riding endseq
6800,startseq  girl in pink dress is jubilant while woman blows bubbles nearby endseq
6801,startseq  man on motorcycle rides donuts with crowd watching endseq
6802,startseq  woman is waiting for train at an empty train station endseq
6803,startseq  the two dogs are interested in the gravel ground surrounded by concrete endseq
6804,startseq  man is lying in grassy field reading endseq
6805,startseq  group of girls dancing on stage endseq
6806,startseq  girl kicks ball endseq
6807,startseq  people with black balloons on them climbing dirt hill endseq
6808,startseq  two girls arm wrestle as another observes endseq
6809,startseq  girl dressed in orange flies in the air while jumping on the bed endseq
6810,startseq  brown and white dog is standing in shallow water on beach near large rock outcrop endseq
6811,startseq  the two children one with scarf tied around their forehead walk down modeling runway endseq
6812,startseq  girls moving around in spacious room endseq
6813,startseq  girl in white shirt kneeling down lighting candle endseq
6814,startseq  female martial artist kicking another female martial artist in the face endseq
6815,startseq  cyclists are riding bikes on an off road course beside river endseq
6816,startseq  closeup of two women standing together endseq
6817,startseq  blondehaired child squeezes paint onto spinning wheel endseq
6818,startseq  child in flower print dress is in field of flowers endseq
6819,startseq  man in skateboarding in an empty swimming pool endseq
6820,startseq  couple kiss each other on the lips endseq
6821,startseq  woman biking along trail surrounded by various plants endseq
6822,startseq  dog rolls in the grass endseq
6823,startseq  lady walking in red boots while wearing headphones endseq
6824,startseq  dark skinned man standing outside small yellow building which is setup to sell items endseq
6825,startseq  girl in lavender shirt looks puzzled endseq
6826,startseq  guy in costume crowd watching him endseq
6827,startseq  boy in park playing with two orange balls endseq
6828,startseq  dog is being washed by two little girls endseq
6829,startseq  martial artist kicks the face of his opponent endseq
6830,startseq  disk jockey holds picture of michael jackson endseq
6831,startseq  child is playing near swing set with hedge in the background endseq
6832,startseq  couple walking and holding hands endseq
6833,startseq  boy and girl playing in the pool on sunny day endseq
6834,startseq  several large dogs are running through large grassy area endseq
6835,startseq  boy on skateboard in midair endseq
6836,startseq  few girls on woooden pier eating ice cream cones endseq
6837,startseq  bearded man at fair wearing black tank top and plaid hat endseq
6838,startseq  lady with sunglasses on her head and green sweatshirt is looking off camera endseq
6839,startseq  blonde toddler in light green shirt sitting in green chair surrounded by other green chairs endseq
6840,startseq  two fighters kick boxing endseq
6841,startseq  man in white tshirt with red logo is wearing colored beads whilst carrying flag past row of spectators endseq
6842,startseq  brown haired man is wearing blue shirt that says boys will do boys endseq
6843,startseq  homeless man being observed by man in business attire endseq
6844,startseq  brown and white dog running out of the woods through snow endseq
6845,startseq  brown dog is running through the ocean endseq
6846,startseq  boston baseball player at bat endseq
6847,startseq  man in green speedo dancing endseq
6848,startseq  professional horse race endseq
6849,startseq  girl in blue shirt is grinning and walking in crowd or people endseq
6850,startseq  baseball player slides to the base endseq
6851,startseq  one black and white dog sleeps while the other two black and white dogs play with plastic bag endseq
6852,startseq  children laugh and smile endseq
6853,startseq  man in bowler hat low cut vest and flowers waves in parade endseq
6854,startseq  little girl is peaking out from behind tree endseq
6855,startseq  man looking across street endseq
6856,startseq  brown and white dog trots across shallow water with his mouth open endseq
6857,startseq  person in an airplane endseq
6858,startseq  girl and boy watch dog try to climb tree endseq
6859,startseq  bird is standing on rock next to her six babies endseq
6860,startseq  girl is swimming in clear water in blue pool endseq
6861,startseq  kayaker plungles into the river endseq
6862,startseq  guy in gold chains black top and gold shorts is walking with his arms outstretched in parade endseq
6863,startseq  bus is carrying people while decorated with banners in the colors of the rainbow endseq
6864,startseq  boy in red shirt walks down the street through heavy rain endseq
6865,startseq  dark man in white and green feathered mask with green jewelry and pants endseq
6866,startseq  man with no shirt is standing in parade wearing plastic flower necklace endseq
6867,startseq  man is shirtless and is covered in red marks endseq
6868,startseq  naked woman with pink hair and tattoos is standing in crowd in front of cloth barrier endseq
6869,startseq  dog gets sprayed by hose endseq
6870,startseq  man and woman are sitting at small metal table endseq
6871,startseq  boy wearing red shirt jumps off the blue slide endseq
6872,startseq  longhaired woman with sunglasses is dancing with two other people in parade endseq
6873,startseq  man in uniform smiling and waving at the camera endseq
6874,startseq  colorfully dressed people walk down the center of the road with onlookers behind barricade endseq
6875,startseq  boy is blowing bubble underwater endseq
6876,startseq  shirtless men with leather vests are smiling endseq
6877,startseq  woman is holding out peace sign during parade endseq
6878,startseq  blond girl in green dress and elaborate gold necklace stands in front of few women and man endseq
6879,startseq  boy wearing plaid shorts jumping over big water fountain endseq
6880,startseq  girl in purple top holds toddler between herself and another girl on the grass in front of bush endseq
6881,startseq  boy tries to catch ball while jumping into pool endseq
6882,startseq  an asian girl is running outside endseq
6883,startseq  woman is climbing rocky hill overshadowed by partly cloudy sky endseq
6884,startseq  man doing rollskating trick on ramp endseq
6885,startseq  female runner in race endseq
6886,startseq  bmx biker is in midair attempting trick endseq
6887,startseq  man jumps off of dock and into the water endseq
6888,startseq  cop is standing next to person dressed like clown endseq
6889,startseq  couple enjoying the high plains with their dogs endseq
6890,startseq  two hikers crossing snowy field with mountainous terrain behind them endseq
6891,startseq  girl climbs an inflatable wall over water endseq
6892,startseq  girls are doing somersaults endseq
6893,startseq  boy is jumping on skateboard in the middle of red bridge endseq
6894,startseq  man in red uniform makes jump in dirt bike race endseq
6895,startseq  batter playing cricket missed the ball and the person behind him is catching it endseq
6896,startseq  group of three dogs are walking through the snow endseq
6897,startseq  man playing piano endseq
6898,startseq  airplane emitting heavy red colored smoke endseq
6899,startseq  two people are dragging yellow raft into river endseq
6900,startseq  group of people in green shirts push cannon in parade endseq
6901,startseq  man does trick on his skateboard in front of crowd endseq
6902,startseq  girl in white shirt is looking down at bunch of people sitting on the ground endseq
6903,startseq  blonde woman with red backpack in the snow endseq
6904,startseq  black dog is looking through the fence endseq
6905,startseq  man talks to boy endseq
6906,startseq  cyclist endseq
6907,startseq  group of men in period clothing are standing in front of hut endseq
6908,startseq  group of adults and children play with parachute outdoors endseq
6909,startseq  two girls playing in mud in small pool endseq
6910,startseq  long haired drummer plays music outdoors endseq
6911,startseq  lady walking her dog through an obstacle course while other people are in the background endseq
6912,startseq  black soccer male soccer player in purple uniform with soccer ball on his head and white male soccer player in white uniform behind him endseq
6913,startseq  two dogs holding opposite ends of toy with their mouths swimming endseq
6914,startseq  dog leaps high for yellow ball as another dog waits below on grass endseq
6915,startseq  bicyclist wearing helment riding down steep ramp endseq
6916,startseq  man wearing inline skates is skating down cement wall endseq
6917,startseq  boy holding rope endseq
6918,startseq  boy is sitting in car seat in the backseat of car endseq
6919,startseq  line of women dressed in colorful gowns standing on round stage endseq
6920,startseq  man playing white guitar and singing as well endseq
6921,startseq  girls fighting on karate competition endseq
6922,startseq  bicycle rider flies over hill while competitor is not far behind endseq
6923,startseq  fluffy little dog running through the snow endseq
6924,startseq  man in shorts skis down hill endseq
6925,startseq  blonde toddler in white shirt and green pants standing at wooden fence endseq
6926,startseq  man on the left with his mouth open while the man on the right is raising his hand endseq
6927,startseq  bald man in black wetsuit flips leaps in the air on surfboard holds on to waterskiing handle endseq
6928,startseq  bald man climbing rocks endseq
6929,startseq  boy with his mouth wide open dressed in yellow life jacket and goggles in water with man next to him endseq
6930,startseq  bike rider jumps through the air while being filmed endseq
6931,startseq  bird has its wings spread very wide and is standing on rocks endseq
6932,startseq  bird with long orange bill drinks water endseq
6933,startseq  boy is posing with metal ladle in each hand endseq
6934,startseq  two children carry flowers as they walk along grassy track endseq
6935,startseq  boy and girl are standing on the edge of lake at sunset endseq
6936,startseq  boat floats in the water endseq
6937,startseq  group of people pulling on rope endseq
6938,startseq  child in an orange tshirt is riding green bike beside pathway endseq
6939,startseq  girl runs through an obstacle course outside as some boys watch endseq
6940,startseq  boy wearing white shirt and pink shoelaces jumping on railing endseq
6941,startseq  two blond hair ladies are sitting on park bench near body of water endseq
6942,startseq  big sister in pink is giving her little sister piggy back ride endseq
6943,startseq  boy performs stunt on bmx bike endseq
6944,startseq  boy sticks an aligator puppet out of camper van window endseq
6945,startseq  man and woman sit back to back on bench in front of building with colorful painted door endseq
6946,startseq  couple and their baby feed pigeons at park endseq
6947,startseq  black and brown dog runs along the sand avoiding an oncoming wave endseq
6948,startseq  bikers racing an orange cone in front endseq
6949,startseq  man riding snow machine topples over endseq
6950,startseq  balding man wearing blue is riding unicycle on paved road endseq
6951,startseq  shirtless boy throwing something with the sunlight low on the water endseq
6952,startseq  lady and her large brown and black dog out for run in grassy place endseq
6953,startseq  man with mohawk with his arms in the air endseq
6954,startseq  group of children in the ride called frog hopper endseq
6955,startseq  bicyclist wearing helmet jumping trick on his back tire endseq
6956,startseq  man skateboarding at skateboarding park which is covered in graffiti endseq
6957,startseq  an empty seat at mexican themed restaurant endseq
6958,startseq  people walking through garden in large city endseq
6959,startseq  girl in pink coat plays in the leaves endseq
6960,startseq  girl in pink and yellow on pink and orange surfboard cuts through the wave endseq
6961,startseq  couple sitting on bench in front of water fountain endseq
6962,startseq  boy is outside jumping over flower bush on skateboard endseq
6963,startseq  dock over water with palm tree at the end and five boats during twilight endseq
6964,startseq  black and white dog is going through an obstacle course endseq
6965,startseq  guy in red jacket is snowboarding in midair endseq
6966,startseq  man playing bagpipes endseq
6967,startseq  black dog is jumping out of water endseq
6968,startseq  young boy wearing red shirt runs along gravel road endseq
6969,startseq  baby boy cries while sitting in the grass at the park endseq
6970,startseq  bike rider flipping over black ramp endseq
6971,startseq  boy is making huge splash in paddling pool endseq
6972,startseq  girl in pink dress in midair over large yellow object endseq
6973,startseq  two children and black dog are playing out in the snow endseq
6974,startseq  black dog jumping into lake endseq
6975,startseq  boy holds green apple in his mouth endseq
6976,startseq  lacrosse players struggling for control of the ball endseq
6977,startseq  person in hoodie and red cap holding pizza and root beer advertisements endseq
6978,startseq  black dog jumping into some water to catch red and blue frisbee endseq
6979,startseq  family of two young boys and woman and man pose in front of scenic background endseq
6980,startseq  brown dog is walking on wooded path with white flowers endseq
6981,startseq  female in black bikini splashes in the water endseq
6982,startseq  girl stands up with glass of beer to make toast at couple wedding endseq
6983,startseq  black and white dog is swimming in lake endseq
6984,startseq  bunch of people in camo pants run endseq
6985,startseq  brown and white dog jumping over blue and white poles endseq
6986,startseq  group of people gathered around mural in an urban area endseq
6987,startseq  bearded man and bald man carrying prizes at carnival endseq
6988,startseq  black and brown dog is jumping on blocks of concrete in the water endseq
6989,startseq  fat woman wearing blue tank top and backpack eating chili cheese dog endseq
6990,startseq  dirt biker in red speeds on clay road while being videotaped by man in black endseq
6991,startseq  man dressed in green snowboarding on bench endseq
6992,startseq  blonde boy is holding blue umbrella endseq
6993,startseq  two females are standing next to each other and appear to be unexcited endseq
6994,startseq  girl is sitting on rock next to waterfall endseq
6995,startseq  family sitting on rocks posing for the camera endseq
6996,startseq  large white bird goes across the water endseq
6997,startseq  three african american women are dressed in bright orange and brown dresses and head scarves endseq
6998,startseq  group of mountain bikers race each other down dirt hill endseq
6999,startseq  man is wading in river and casting out rope endseq
7000,startseq  child swings high at park endseq
7001,startseq  four rugby players on the ground with two standing behind them endseq
7002,startseq  girl with black dress and big white bow stands with her back to the camera endseq
7003,startseq  brown and white dog is playing with toy in field of green grass and clover endseq
7004,startseq  jogger runs up brick stairs for streght training endseq
7005,startseq  boy falls off of his scooter during an obstacle course endseq
7006,startseq  woman in blue sweater with blue scarf around her head endseq
7007,startseq  pelican flies over the water endseq
7008,startseq  person in red hat and shoes doing stunts on red bike while person in yellow watches endseq
7009,startseq  small black dog is standing on two feet and wearing pink tutu endseq
7010,startseq  man riding bike through the forest endseq
7011,startseq  there are two ladies embracing and posing shown here endseq
7012,startseq  closeup shot of three guys and girl posing for the camera endseq
7013,startseq  woman and girl sitting on front lawn endseq
7014,startseq  boy and his bike leaps into the air endseq
7015,startseq  red covered boat racing across the water endseq
7016,startseq  man in pink shirt and white vest plays guitar endseq
7017,startseq  greyhounds racing on track endseq
7018,startseq  bmx rider wall rides endseq
7019,startseq  group of young boys on opposing teams are playing soccer endseq
7020,startseq  bunch of little boys in bathing trunks running endseq
7021,startseq  man surfing endseq
7022,startseq  girl in colorful dress and sunglasses is playing violin on the street endseq
7023,startseq  dog drinks the sprinkler water endseq
7024,startseq  woman and three children are jumping into swimming pool endseq
7025,startseq  boy on play horse at the park points to the slide endseq
7026,startseq  bunch of vintage cars are parked in lot endseq
7027,startseq  couple in parking lot endseq
7028,startseq  brown and black dog is jumping through sprinkler endseq
7029,startseq  man performing martial arts kicks his opponent endseq
7030,startseq  bike in field and two kites endseq
7031,startseq  group of people ride in race endseq
7032,startseq  boy in jeans black tshirt and blue cap on bike leaps over steps endseq
7033,startseq  man and woman sitting in chairs next to turquoise truck endseq
7034,startseq  baseball player dodges ball with his bat high in the air endseq
7035,startseq  black dog is colliding with golden dog that has something in its mouth endseq
7036,startseq  balding man with glasses stands in front of colorful display endseq
7037,startseq  an elderly woman is crying while sitting in window endseq
7038,startseq  four dogs are playing and jumping in the air outside endseq
